391,6,9368,9379
392,7,9392,9399
393,1,0,0
394,2,9440,9451
395,3,9464,9475
396,4,9488,9499
397,5,9512,9523
398,6,9536,9547
399,7,9560,9567
400,1,0,0
401,2,9608,9619
402,3,9632,9643
403,4,9656,9667
404,5,9680,9691
405,6,9704,9715
406,7,9728,9735
407,1,0,0
408,2,9776,9787
409,3,9800,9811
410,4,9824,9835
411,5,9848,9859
412,6,9872,9883
413,7,9896,9903
414,1,0,0
415,2,9944,9955
416,3,9968,9979
417,4,9992,10003
418,5,10016,10027
419,6,10040,10051
420,7,10064,10071
421,1,0,0
422,2,10112,10123
423,3,10136,10147
424,4,10160,10171
425,5,10184,10195
426,6,10208,10219
427,7,10232,10239
428,1,0,0
429,2,10280,10291
430,3,10304,10315
431,4,10328,10339
432,5,10352,10363
433,6,10376,10387
434,7,10400,10407
435,1,0,0
436,2,10448,10459
437,3,10472,10483
438,4,10496,10507
439,5,10520,10531
440,6,10544,10555
441,7,10568,10575
442,1,0,0
443,2,10616,10627
444,3,10640,10651
445,4,10664,10675
446,5,10688,10699
447,6,10712,10723
448,7,10736,10743
449,1,0,0
450,2,10784,10795
451,3,10808,10819
452,4,10832,10843
453,5,10856,10867
454,6,10880,10891
455,7,10904,10911
456,1,0,0
457,2,10952,10963
458,3,10976,10987
459,4,11000,11011
460,5,11024,11035
461,6,11048,11059
462,7,11072,11079
463,1,0,0
464,2,11120,11131
465,3,11144,11155
466,4,11168,11179
467,5,11192,11203
468,6,11216,11227
469,7,11240,11247
470,1,0,0
471,2,11288,11299
472,3,11312,11323
473,4,11336,11347
474,5,11360,11371
475,6,11384,11395
476,7,11408,11415
477,1,0,0
478,2,11456,11467
479,3,11480,11491
480,4,11504,11515
481,5,11528,11539
482,6,11552,11563
483,7,11576,11583
484,1,0,0
485,2,11624,11635
486,3,11648,11659
487,4,11672,11683
488,5,11696,11707
489,6,11720,11731
490,7,11744,11751
491,1,0,0
492,2,11792,11803
493,3,11816,11827
494,4,11840,11851
495,5,11864,11875
496,6,11888,11899
497,7,11912,11919
498,1,0,0
499,2,11960,11971
500,3,11984,11995
501,4,12008,12019
502,5,12032,12043
503,6,12056,12067
504,7,12080,12087
505,1,0,0
506,2,12128,12139
507,3,12152,12163
508,4,12176,12187
509,5,12200,12211
510,6,12224,12235
511,7,12248,12255
512,1,0,0
513,2,12296,12307
514,3,12320,12331
515,4,12344,12355
516,5,12368,12379
517,6,12392,12403
518,7,12416,12423
519,1,0,0
520,2,12464,12475
521,3,12488,12499
522,4,12512,12523
523,5,12536,12547
524,6,12560,12571
525,7,12584,12591
526,1,0,0
527,2,12632,12643
528,3,12656,12667
529,4,12680,12691
530,5,12704,12715
531,6,12728,12739
532,7,12752,12759
533,1,0,0
534,2,12800,12811
535,3,12824,12835
536,4,12848,12859
537,5,12872,12883
538,6,12896,12907
539,7,12920,12927
540,1,0,0
541,2,12968,12979
542,3,12992,13003
543,4,13016,13027
544,5,13040,13051
545,6,13064,13075
546,7,13088,13095
547,1,0,0
548,2,13136,13147
549,3,13160,13171
550,4,13184,13195
551,5,13208,13219
552,6,13232,13243
553,7,13256,13263
554,1,0,0
555,2,13304,13315
556,3,13328,13339
557,4,13352,13363
558,5,13376,13387
559,6,13400,13411
560,7,13424,13431
561,1,0,0
562,2,13472,13483
563,3,13496,13507
564,4,13520,13531
565,5,13544,13555
566,6,13568,13579
567,7,13592,13599
568,1,0,0
569,2,13640,13651
570,3,13664,13675
571,4,13688,13699
572,5,13712,13723
573,6,13736,13747
574,7,13760,13767
575,1,0,0
576,2,13808,13819
577,3,13832,13843
578,4,13856,13867
579,5,13880,13891
580,6,13904,13915
581,7,13928,13935
582,1,0,0
583,2,13976,13987
584,3,14000,14011
585,4,14024,14035
586,5,14048,14059
587,6,14072,14083
588,7,14096,14103
589,1,0,0
590,2,14144,14155
591,3,14168,14179
592,4,14192,14203
593,5,14216,14227
594,6,14240,14251
595,7,14264,14271
596,1,0,0
597,2,14312,14323
598,3,14336,14347
599,4,14360,14371
600,5,14384,14395
601,6,14408,14419
602,7,14432,14439
603,1,0,0
604,2,14480,14491
605,3,14504,14515
606,4,14528,14539
607,5,14552,14563
608,6,14576,14587
609,7,14600,14607
610,1,0,0
611,2,14648,14659
612,3,14672,14683
613,4,14696,14707
614,5,14720,14731
615,6,14744,14755
616,7,14768,14775
617,1,0,0
618,2,14816,14827
619,3,14840,14851
620,4,14864,14875
621,5,14888,14899
622,6,14912,14923
623,7,14936,14943
624,1,0,0
625,2,14984,14995
626,3,15008,15019
627,4,15032,15043
628,5,15056,15067
629,6,15080,15091
630,7,15104,15111
631,1,0,0
632,2,15152,15163
633,3,15176,15187
634,4,15200,15211
635,5,15224,15235
636,6,15248,15259
637,7,15272,15279
638,1,0,0
639,2,15320,15331
640,3,15344,15355
641,4,15368,15379
642,5,15392,15403
643,6,15416,15427
644,7,15440,15447
645,1,0,0
646,2,15488,15499
647,3,15512,15523
648,4,15536,15547
649,5,15560,15571
650,6,15584,15595
651,7,15608,15615
652,1,0,0
653,2,15656,15667
654,3,15680,15691
655,4,15704,15715
656,5,15728,15739
657,6,15752,15763
658,7,15776,15783
659,1,0,0
660,2,15824,15835
661,3,15848,15859
662,4,15872,15883
663,5,15896,15907
664,6,15920,15931
665,7,15944,15951
666,1,0,0
667,2,15992,16003
668,3,16016,16027
669,4,16040,16051
670,5,16064,16075
671,6,16088,16099
672,7,16112,16119
673,1,0,0
674,2,16160,16171
675,3,16184,16195
676,4,16208,16219
677,5,16232,16243
678,6,16256,16267
679,7,16280,16287
680,1,0,0
681,2,16328,16339
682,3,16352,16363
683,4,16376,16387
684,5,16400,16411
685,6,16424,16435
686,7,16448,16455
687,1,0,0
688,2,16496,16507
689,3,16520,16531
690,4,16544,16555
691,5,16568,16579
692,6,16592,16603
693,7,16616,16623
694,1,0,0
695,2,16664,16675
696,3,16688,16699
697,4,16712,16723
698,5,16736,16747
699,6,16760,16771
700,7,16784,16791
701,1,0,0
702,2,16832,16843
703,3,16856,16867
704,4,16880,16891
705,5,16904,16915
706,6,16928,16939
707,7,16952,16959
708,1,0,0
709,2,17000,17011
710,3,17024,17035
711,4,17048,17059
712,5,17072,17083
713,6,17096,17107
714,7,17120,17127
715,1,0,0
716,2,17168,17179
717,3,17192,17203
718,4,17216,17227
719,5,17240,17251
720,6,17264,17275
721,7,17288,17295
722,1,0,0
723,2,17336,17347
724,3,17360,17371
725,4,17384,17395
726,5,17408,17419
727,6,17432,17443
728,7,17456,17463
729,1,0,0
730,2,17504,17515
